PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
decay	<process name> occurs when *	decay occurs when *	Beta decay occurs when an atom emits beta-particles (represented as  in equations) which are either high-speed electrons or positrons.
decay	<process name> occurs when *	decay occurs when *	Double beta decay occurs when two electrons and two antineutrinos are ejected from the nucleus when two neutrons become protons.
decay	<process name> occurs when *	decay occurs when *	Alpha decay occurs when an alpha particle (a helium nucleus), consisting of two protons and two neutrons, is ejected from the nucleus of the parent isotope.
decay	<process name> is the *	decay is the *	Positive beta decay is the process by which a neutron decay into a proton and an electron.
decay	<process name> is the *	decay is the *	Beta decay is the tendency for a stock's...
decay	<process name> is the *	decay is the *	Exponential decay is the decrease in a quantity N according to the law.
decay	<process name> is the *	decay is the *	Taking you beyond the initial panic, and beyond the first weeks of the crisis, State of Decay is the embodiment of the What if?
decay	<process name> is the *	decay is the *	The emphasis is firmly on survival, and State of Decay is the closest thing to a full on zombie-apocalypse survival-simulator we have on Xbox...
decay	<process name> is the *	decay is the *	Another important observable of the weak nonmesonic decay is the asymmetry parameter [2], aL, which depends on the interference between the amplitudes for...
decay	<process name> is the *	decay is the *	Even I believe that central cause of tooth decay is the chemical breakdown of a substance by bacteria of foods on your teeth.
decay	<process name> is the *	decay is the *	The SI unit for measuring radioactive decay is the becquerel (Bq).
decay	<process name> is the *	decay is the *	Radioactive decay is the process whereby a radionuclide is transformed into a nuclide of another element as a result of the emission of radiation from its nucleus...
decay	<process name> is the *	decay is the *	The second source of power law decay is the ions.
decay	<process name> is the *	decay is the *	A 6 decay is the process by which a nuclear neutron changes into a proton at the same time as an electron, which is observed as a 6 ray, and a neutrino are...
decay	<process name> is the *	decay is the *	Tooth decay is the gradual destruction of a tooth.
decay	<process name> is the *	decay is the *	The end result of radioactive decay is the creation of a stable atomic nucleus.
decay	<process name> causes *	decay causes *	Cultural Decay Causes an Economic and jobs Decline.
decay	<process name> causes *	decay causes *	Nonsense-mediated mRNA decay causes collagen X haploinsufficiency in Schmid metaphyseal chondrodysplasia cartilage.
decay	<process name> is the process of *	decay is the process of *	Decay is the process of accumulating damage over time.
decay	<process name> is the process of *	decay is the process of *	Nonsense-mediated mRNA decay is the process of rapidly degrading...
decay	<process name> is the process of *	decay is the process of *	Radioactive decay is the process of spontaneous emission of radiation in the form of particles or photons from the nuclei of unstable...
decay	<process name> is the process of *	decay is the process of *	Nov 17, 2011 ... Tooth Decay is the process of destruction of tooth structure.
